ID,TIME,NAME,TEXT,ROLE,HATE,TARGET,VERBAL_ABUSE,INTENTION,CONTEXT
222,[2019-06-13 16:16:55], <Sophie_Harceleur>, regarde par la fenêtre ya adrien ,bully,NAG,NULL,NULL,OTH,NULL
223,[2019-06-13 16:16:55], <Silvia_Victime>, que tu arrives à m'attraper,victim,OAG,bully,DNG,DFN,ATK
224,[2019-06-13 16:17:01], <Silvia_Victime>, et qu'ensuite tu me tues,victim,OAG,bully,DNG,DFN,ATK
225,[2019-06-13 16:17:11], <Silvia_Victime>, il y a pas de fenêtre là où je suis,victim,NAG,NULL,NULL,OTH,OTH
226,[2019-06-13 16:17:12], <Adrien_soutienh>, JE VAIS TE BRISER TES OS BOIRE TON SANG SALOPE,bully_support,OAG,victim,THR,AIN,NULL
227,[2019-06-13 16:17:21], <michel_soutienv>, adrien c est pas grave on est tous passe par la maiis si tu mytho cest un vrai coup de  pute,victim_support,NAG,NULL,NULL,CNS,AIN
228,[2019-06-13 16:17:24], <Silvia_Victime>, en plus d'être en manque tu es un vampire?,victim,CAG,bully_support,OTH,DFN,AIN
229,[2019-06-13 16:17:27], <Lisa_soutienH>, bah avec le sida c sur tu va crever vite silvia ??,bully_support,CAG,victim,OTH,ATK,DFN
230,[2019-06-13 16:17:32], <Sophie_Harceleur>, qestu parles grosse folle c'est toi l'obèse donc c'est toi qui roule,bully,OAG,victim,DNG,ATK,DFN
231,[2019-06-13 16:17:35], <Silvia_Victime>, Faut arrêter mon vieux Twilight c'est has been,victim,CAG,bully_support,OTH,DFN,AIN
232,[2019-06-13 16:17:41], <Lisa_soutienH>, bah avec le sida c sur tu va crever vite silvia ??,bully_support,CAG,victim,OTH,ATK,DFN
234,[2019-06-13 16:17:59], <Silvia_Victime>, Techniquement le sac à MST c'est pas moi...,victim,OAG,bully_support,DNG,DFN,ATK
236,[2019-06-13 16:18:07], <Sophie_Harceleur>, mais lisa laisse tomber la meuf c'est SIDA ebola tétanos tt ce que tu veux,bully,OAG,victim,DNG,AIN,ATK
237,[2019-06-13 16:18:09], <Silvia_Victime>, 🤣,victim,NAG,NULL,NULL,OTH,NULL
238,[2019-06-13 16:18:16], <Lisa_soutienH>, carement ,bully_support,OAG,victim,DNG,AIN,AIN
239,[2019-06-13 16:18:18], <Silvia_Victime>, tu vas faire médecine toi pas vrai?,victim,CAG,bully,OTH,DFN,AIN
240,[2019-06-13 16:18:23], <Silvia_Victime>, tu en connais des maladies...,victim,CAG,bully,OTH,DFN,AIN
241,[2019-06-13 16:18:24], <Adrien_soutienh>, Rigole demain tu pourras plius,bully_support,OAG,victim,THR,ATK,DFN
242,[2019-06-13 16:18:28], <Sophie_Harceleur>, dans ta chatte ya 3-4 gangs de mst questu parles,bully,OAG,victim,OTH,ATK,DFN
243,[2019-06-13 16:18:36], <Lisa_soutienH>, pas besoin pour savoir que ta tt les mst de la tere,bully_support,OAG,victim,DNG,ATK,DFN
244,[2019-06-13 16:18:37], <Silvia_Victime>, toi tu peux déjà plus vu l'état de tes vieilles dents,victim,OAG,bully,DNG,DFN,ATK
245,[2019-06-13 16:18:40], <Adrien_soutienh>, Je vais te defigurer ,bully_support,OAG,victim,THR,ATK,DFN
246,[2019-06-13 16:18:53], <Silvia_Victime>, hahahaha Mais sérieux Sophie tu as pas mieux?,victim,CAG,bully,OTH,DFN,ATK
247,[2019-06-13 16:18:54], <Lisa_soutienH>, c deja fait ,bully_support,OAG,victim,THR,AIN,ATK
248,[2019-06-13 16:18:56], <Silvia_Victime>, C'est du vu et revu,victim,CAG,bully,OTH,DFN,ATK
249,[2019-06-13 16:18:59], <Herbert_Concilia>, Arretez de vous insulter la... vous dites tellement d'insultes debiles par minute qu'on n'arrive meme pas a suivre et en plus ca nous fait pas avancer... on tourne en rond depuis tout a l'heure srx...,conciliator,NAG,NULL,NULL,CR,NULL
250,[2019-06-13 16:19:05], <Silvia_Victime>, tu es pas capable d'inventer tes propres trucs?,victim,CAG,bully,OTH,DFN,ATK
251,[2019-06-13 16:19:12], <Sophie_Harceleur>, jvais te peter les fchevilles t'entends,bully,OAG,victim,THR,ATK,DFN
252,[2019-06-13 16:19:14], <Silvia_Victime>, Je résume:,victim,NAG,NULL,NULL,OTH,NULL
253,[2019-06-13 16:19:19], <Silvia_Victime>, Adrien veut se taper Sophiue,victim,NAG,NULL,NULL,OTH,NULL
254,[2019-06-13 16:19:25], <Silvia_Victime>, Il raconte des mytho,victim,NAG,NULL,NULL,OTH,NULL
255,[2019-06-13 16:19:26], <Sophie_Harceleur>, JE RESUME,bully,NAG,NULL,NULL,OTH,NULL
256,[2019-06-13 16:19:32], <Silvia_Victime>, Sophie doit aller s'acheter un cerveau,victim,OAG,bully,DNG,DFN,NULL
257,[2019-06-13 16:19:35], <michel_soutienv>, ca on sait pas il est ptet gay ,victim_support,NAG,NULL,NULL,CNS,OTH
258,[2019-06-13 16:19:37], <Silvia_Victime>, elle est pas très maligne,victim,OAG,bully,DNG,DFN,NULL
259,[2019-06-13 16:19:48], <Silvia_Victime>, la grosse c'est toi,victim,OAG,bully,DNG,DFN,NULL
260,[2019-06-13 16:19:54], <Lisa_soutienH>, att ya tout le mode qui resume ce quils ont dans leur tete mdr cherche pa,bully_support,NAG,NULL,NULL,OTH,NULL
261,[2019-06-13 16:19:55], <michel_soutienv>, sophie tes toujours malade ca se voit,victim_support,OAG,bully,DNG,DFN,NULL
262,[2019-06-13 16:19:56], <Adrien_soutienh>, Et toi Lucas tu as oublié,bully_support,NAG,NULL,NULL,OTH,OTH
263,[2019-06-13 16:19:57], <Silvia_Victime>, ensuite tu es juste trop conne de croire ce teubé ,victim,OAG,bully,NCG,DFN,NULL
264,[2019-06-13 16:20:10], <Silvia_Victime>, Mais de où Lucas putain,victim,NAG,NULL,NULL,OTH,OTH
265,[2019-06-13 16:20:17], <Silvia_Victime>, Arrête tes conneries tu es fatiguant,victim,NAG,NULL,NULL,CNS,OTH
